"","Date","yhat_lower","yhat_upper","yhat","Web_Metric","Actual","Predicted","Predicted_Lower","Predicted_Upper","MAPE","MAPE_Upper","MAPE_Lower"
"2164",2018-02-13,3.16179494710558,3.94375279480465,3.56380217979906,"Sessions",33,35.2971484350334,23.6129418950229,51.6119272898426,6.96105586373768,56.3997796661896,28.4456306211427
"2165",2018-02-14,3.13524979076966,3.94285742573249,3.54263894966256,"Sessions",30,34.5579957760323,22.9943789083277,51.5657362484936,15.1933192534412,71.8857874949785,23.3520703055742
"2166",2018-02-15,3.13667393890457,3.91056428636686,3.50564089216487,"Sessions",38,33.3027805055208,23.0271496398127,49.9271172176114,12.3611039328399,31.3871505726615,39.4022377899665
"2167",2018-02-16,2.99403973724947,3.79724452526809,3.41153639846711,"Sessions",18,30.3117794734488,19.9661779045459,44.5781810532053,68.3987748524931,147.656561406696,10.9232105808108
"2168",2018-02-17,2.19496241618859,3.01935437436061,2.58427684911686,"Sessions",9,13.2537011979135,8.97966356049547,20.4780662506962,47.2633466434828,127.53406945218,0.225960438939272
"2169",2018-02-18,2.29630123980357,3.11723880218983,2.71687075775407,"Sessions",17,15.1328935858624,9.93735848924981,22.5839347603078,10.9829789066916,32.846675060634,41.5449500632364
"2170",2018-02-19,3.18984232994271,3.97404943564851,3.59416791348444,"Sessions",25,36.3854115780008,24.2845981872357,53.199523292944,45.5416463120032,112.798093171776,2.86160725105736
"2171",2018-02-20,3.20291631414142,3.9953342371821,3.61391718182383,"Sessions",40,37.1111395450373,24.604179186548,54.344001374528,7.22215113740683,35.8600034363201,38.4895520336301
"2172",2018-02-21,3.17213393264106,3.98254233523187,3.59091520247274,"Sessions",46,36.2672526217428,23.8583421686721,53.6532655686048,21.1581464744721,16.6375338447931,48.1340387637563
"2173",2018-02-22,3.15718687486718,3.91228285581919,3.55073373773289,"Sessions",52,34.8388707057833,23.504382070865,50.0129942077538,33.0021717196474,3.82116498508881,54.7992652483365
"2174",2018-02-23,3.06071892159156,3.86782893844366,3.45226388373167,"Sessions",47,31.5717863178127,21.3428955162423,47.8384131161729,32.8259865578453,1.78385769398487,54.5895840079952
"2175",2018-02-24,2.23341037994594,3.03575212099669,2.61964327939232,"Sessions",31,13.7308246432425,9.33163629972957,20.8166286365918,55.707017279863,32.8495850432523,69.8979474202272
"2176",2018-02-25,2.35491086914849,3.1360369735556,2.74608374600031,"Sessions",37,15.5814911639443,10.5371896311546,23.0124868137584,57.8878617190694,37.8040896925448,71.5211091049877
"2177",2018-02-26,3.2132985194194,4.0147028673094,3.61664872196901,"Sessions",57,37.2126486875711,24.8609554711146,55.4068297759681,34.7146514253138,2.7950354807578,56.3842886471673
"2178",2018-02-27,3.25765777790738,4.00395260307257,3.62930435572336,"Sessions",42,37.6865910350419,25.9885947393031,54.8143819065884,10.2700213451385,30.5104331109247,38.1223934778498
"2179",2018-02-28,3.20151045769825,4.01864583220679,3.59906169188834,"Sessions",42,36.5639101293366,24.5696135455673,55.6257282317132,12.9430711206271,32.4422100755077,41.5009201296016
"2180",2018-03-01,3.14772334180596,3.97231122003436,3.5516978896942,"Sessions",63,34.8724768694252,23.2829967698531,53.1071313726932,44.6468621120235,15.7029660750902,63.0428622700745
"2181",2018-03-02,3.04611410649414,3.89655564391061,3.44629485397098,"Sessions",41,31.3838947088567,21.0334516591033,49.2325821881341,23.453915344252,20.0794687515467,48.6988983924309
"2182",2018-03-03,2.18134806020357,3.02143077886061,2.60716156026023,"Sessions",28,13.5605054956844,8.85823965379721,20.520631175318,51.5696232296986,26.7120315167216,68.3634298078671
"2183",2018-03-04,2.3210392807612,3.13217235903668,2.72765762815426,"Sessions",34,15.2970137277348,10.1862551859119,22.9237240505079,55.0087831537211,32.5772822043884,70.0404259237886
"2184",2018-03-05,3.19285369885945,3.98721174697097,3.59296760027881,"Sessions",64,36.3417638886809,24.3578382925132,53.9043805801199,43.2159939239361,15.7744053435627,61.9408776679482
"2185",2018-03-06,3.18533063713061,4.03786235287949,3.60114985217366,"Sessions",52,36.6403412067425,24.1752803298788,56.7049978799245,29.537805371649,9.04807284600857,53.5090762886947
"2186",2018-03-07,3.16636741280471,3.97157319726655,3.56727759898528,"Sessions",55,35.4200342380723,23.7211584816644,53.0679515601819,35.5999377489595,3.51281534512381,56.8706209424283
"2187",2018-03-08,3.12914419184509,3.94274818182791,3.51715993675603,"Sessions",55,33.6886146733656,22.8544121783623,51.5601033138107,38.7479733211534,6.25435761125322,58.4465233120685
"2188",2018-03-09,3.01183887717935,3.79950399166575,3.40988126665355,"Sessions",40,30.2616509789932,20.3247402836362,44.6790178311205,24.3458725525169,11.6975445778012,49.1881492909095
"2189",2018-03-10,2.15101377499756,2.98033337123809,2.56972532232111,"Sessions",22,13.0622360434532,8.59356592496977,19.6943810907105,40.6261998024853,10.4800859513159,60.9383367046829
"2190",2018-03-11,2.28292610814019,3.10170120617116,2.69000126650877,"Sessions",25,14.7316945782512,9.8053299290137,22.2357467129442,41.0732216869953,11.0570131482234,60.7786802839452
"2191",2018-03-12,3.13585339378578,3.97563559411891,3.55582120311999,"Sessions",52,35.0165638752906,23.0082625744805,53.2839731251396,32.6604540859797,2.46917908680696,55.7533412029221
